"filename", "language", "C++", "C", "PHP", "Markdown", "JSON", "comment", "blank", "total"
"/home/everlasting/acm_training/c/c5/黑洞数.c", "C", 0, 49, 0, 0, 0, 0, 9, 58
"/home/everlasting/acm_training/c/c5/龟兔赛跑.c", "C", 0, 33, 0, 0, 0, 0, 8, 41
"/home/everlasting/acm_training/c/c6/1234方阵.c", "C", 0, 87, 0, 0, 0, 0, 17, 104
"/home/everlasting/acm_training/c/c6/6翻了.c", "C", 0, 47, 0, 0, 0, 0, 12, 59
"/home/everlasting/acm_training/c/c6/IP地址转换.c", "C", 0, 15, 0, 0, 0, 0, 6, 21
"/home/everlasting/acm_training/c/c6/n个数字都不相同的年份（真屎山，真的）.c", "C", 0, 79, 0, 0, 0, 0, 14, 93
"/home/everlasting/acm_training/c/c6/个位数统计.c", "C", 0, 18, 0, 0, 0, 0, 5, 23
"/home/everlasting/acm_training/c/c6/串复制.c", "C", 0, 12, 0, 0, 0, 1, 2, 15
"/home/everlasting/acm_training/c/c6/串比较.c", "C", 0, 14, 0, 0, 0, 0, 7, 21
"/home/everlasting/acm_training/c/c6/乘法口诀数列.c", "C", 0, 50, 0, 0, 0, 0, 11, 61
"/home/everlasting/acm_training/c/c6/二分查找.c", "C", 0, 31, 0, 0, 0, 0, 13, 44
"/home/everlasting/acm_training/c/c6/兔子和狐狸.c", "C", 0, 45, 0, 0, 0, 0, 12, 57
"/home/everlasting/acm_training/c/c6/冒泡排序.c", "C", 0, 26, 0, 0, 0, 0, 8, 34
"/home/everlasting/acm_training/c/c6/删除字符串中指定字符.c", "C", 0, 18, 0, 0, 0, 0, 7, 25
"/home/everlasting/acm_training/c/c6/判断回文字符串.c", "C", 0, 23, 0, 0, 0, 0, 7, 30
"/home/everlasting/acm_training/c/c6/判断题的评判.c", "C", 0, 22, 0, 0, 0, 0, 11, 33
"/home/everlasting/acm_training/c/c6/刮彩票.c", "C", 0, 84, 0, 0, 0, 0, 16, 100
"/home/everlasting/acm_training/c/c6/到底有多二.c", "C", 0, 27, 0, 0, 0, 0, 7, 34
"/home/everlasting/acm_training/c/c6/古风排版.c", "C", 0, 41, 0, 0, 0, 0, 14, 55
"/home/everlasting/acm_training/c/c6/在有序数组中插入一个数.c", "C", 0, 32, 0, 0, 0, 0, 11, 43
"/home/everlasting/acm_training/c/c6/大写改小写.c", "C", 0, 12, 0, 0, 0, 0, 4, 16
"/home/everlasting/acm_training/c/c6/大炮打蚊子.c", "C", 0, 54, 0, 0, 0, 0, 16, 70
"/home/everlasting/acm_training/c/c6/奇偶数分开排序.c", "C", 0, 55, 0, 0, 0, 0, 14, 69
"/home/everlasting/acm_training/c/c6/奇数阶幻方问题.c", "C", 0, 40, 0, 0, 0, 0, 10, 50
"/home/everlasting/acm_training/c/c6/字符串A-B.c", "C", 0, 31, 0, 0, 0, 0, 7, 38
"/home/everlasting/acm_training/c/c6/字符串中下标为偶数的元素排序.c", "C", 0, 36, 0, 0, 0, 0, 12, 48
"/home/everlasting/acm_training/c/c6/字符串逆序.c", "C", 0, 19, 0, 0, 0, 0, 9, 28
"/home/everlasting/acm_training/c/c6/字符串首尾相连.c", "C", 0, 24, 0, 0, 0, 1, 5, 30
"/home/everlasting/acm_training/c/c6/对方阵做统计处理（顺时针旋转90度）.c", "C", 0, 62, 0, 0, 0, 0, 21, 83
"/home/everlasting/acm_training/c/c6/小明养猪的故事.c", "C", 0, 20, 0, 0, 0, 0, 8, 28
"/home/everlasting/acm_training/c/c6/开灯问题.c", "C", 0, 29, 0, 0, 0, 0, 8, 37
"/home/everlasting/acm_training/c/c6/循环数组连续4个数的和的最大值.c", "C", 0, 28, 0, 0, 0, 0, 8, 36
"/home/everlasting/acm_training/c/c6/心情查询.c", "C", 0, 45, 0, 0, 0, 0, 14, 59
"/home/everlasting/acm_training/c/c6/打台球.c", "C", 0, 0, 0, 0, 0, 0, 1, 1
"/home/everlasting/acm_training/c/c6/找出不是两个数组共有的元素.c", "C", 0, 68, 0, 0, 0, 0, 20, 88
"/home/everlasting/acm_training/c/c6/找出二维数组中的最小元素.c", "C", 0, 47, 0, 0, 0, 0, 14, 61
"/home/everlasting/acm_training/c/c6/找鞍点.c", "C", 0, 39, 0, 0, 0, 0, 17, 56
"/home/everlasting/acm_training/c/c6/拉丁方阵.c", "C", 0, 51, 0, 0, 0, 0, 12, 63
"/home/everlasting/acm_training/c/c6/数列求和-加强版.c", "C", 0, 14, 0, 0, 0, 0, 7, 21
"/home/everlasting/acm_training/c/c6/数组元素循环右移问题（反转法！）.c", "C", 0, 26, 0, 0, 0, 0, 8, 34
"/home/everlasting/acm_training/c/c6/最长对称子串.c", "C", 0, 32, 0, 0, 0, 0, 16, 48
"/home/everlasting/acm_training/c/c6/查找整数.c", "C", 0, 23, 0, 0, 0, 0, 8, 31
"/home/everlasting/acm_training/c/c6/查验身份证.c", "C", 0, 29, 0, 0, 0, 0, 11, 40
"/home/everlasting/acm_training/c/c6/检查密码.c", "C", 0, 48, 0, 0, 0, 0, 8, 56
"/home/everlasting/acm_training/c/c6/求n以内最大的k个素数以及它们的和（求素数的函数）.c", "C", 0, 38, 0, 0, 0, 0, 10, 48
"/home/everlasting/acm_training/c/c6/求最大字符串.c", "C", 0, 21, 0, 0, 0, 0, 9, 30
"/home/everlasting/acm_training/c/c6/求集合数据的均方差.c", "C", 0, 22, 0, 0, 0, 0, 11, 33
"/home/everlasting/acm_training/c/c6/洗牌问题.c", "C", 0, 28, 0, 0, 0, 0, 14, 42
"/home/everlasting/acm_training/c/c6/点赞.c", "C", 0, 24, 0, 0, 0, 0, 10, 34
"/home/everlasting/acm_training/c/c6/矩阵转置.c", "C", 0, 35, 0, 0, 0, 0, 9, 44
"/home/everlasting/acm_training/c/c6/福到了.c", "C", 0, 54, 0, 0, 0, 0, 14, 68
"/home/everlasting/acm_training/c/c6/筛法求素数.c", "C", 0, 29, 0, 0, 0, 0, 9, 38
"/home/everlasting/acm_training/c/c6/简易连连看.c", "C", 0, 57, 0, 0, 0, 0, 14, 71
"/home/everlasting/acm_training/c/c6/约瑟夫问题.c", "C", 0, 37, 0, 0, 0, 0, 11, 48
"/home/everlasting/acm_training/c/c6/组个最小数.c", "C", 0, 39, 0, 0, 0, 0, 9, 48
"/home/everlasting/acm_training/c/c6/组合数的和.c", "C", 0, 28, 0, 0, 0, 0, 8, 36
"/home/everlasting/acm_training/c/c6/统计各大写字母的个数.c", "C", 0, 19, 0, 0, 0, 0, 7, 26
"/home/everlasting/acm_training/c/c6/统计各数字出现的次数.c", "C", 0, 20, 0, 0, 0, 0, 6, 26
"/home/everlasting/acm_training/c/c6/统计学生成绩的最高最低分以及超过平均分的人数.c", "C", 0, 33, 0, 0, 0, 0, 14, 47
"/home/everlasting/acm_training/c/c6/统计学生的总分以及各课程的平均分.c", "C", 0, 42, 0, 0, 0, 0, 14, 56
"/home/everlasting/acm_training/c/c6/输出斐波那契数列的前n项.c", "C", 0, 29, 0, 0, 0, 0, 8, 37
"/home/everlasting/acm_training/c/c6/进制转换（多看）.c", "C", 0, 25, 0, 0, 0, 0, 8, 33
"/home/everlasting/acm_training/c/c6/逆向输出字符串.c", "C", 0, 17, 0, 0, 0, 1, 4, 22
"/home/everlasting/acm_training/c/c6/逆序输出输入的整数.c", "C", 0, 20, 0, 0, 0, 0, 8, 28
"/home/everlasting/acm_training/c/c6/选择排序.c", "C", 0, 25, 0, 0, 0, 0, 8, 33
"/home/everlasting/acm_training/c/c6/选择排序之过程.c", "C", 0, 34, 0, 0, 0, 0, 8, 42
"/home/everlasting/acm_training/else/1角，2角和5角凑出10元.c", "C", 0, 17, 0, 0, 0, 0, 4, 21
"/home/everlasting/acm_training/else/Calculate the average.c", "C", 0, 9, 0, 0, 0, 0, 6, 15
"/home/everlasting/acm_training/else/Calculate the time difference.c", "C", 0, 14, 0, 0, 0, 0, 8, 22
"/home/everlasting/acm_training/else/N个有理数求和.c", "C", 0, 17, 0, 0, 0, 0, 5, 22
"/home/everlasting/acm_training/else/change calculator.c", "C", 0, 14, 0, 0, 0, 0, 11, 25
"/home/everlasting/acm_training/else/exchange.c", "C", 0, 12, 0, 0, 0, 0, 3, 15
"/home/everlasting/acm_training/else/n分之1的求和.c", "C", 0, 13, 0, 0, 0, 0, 7, 20
"/home/everlasting/acm_training/else/origin.c", "C", 0, 12, 0, 0, 0, 0, 5, 17
"/home/everlasting/acm_training/else/任意整数的分解.c", "C", 0, 22, 0, 0, 0, 0, 12, 34
"/home/everlasting/acm_training/else/单词长度.c", "C", 0, 22, 0, 0, 0, 0, 7, 29
"/home/everlasting/acm_training/else/杨辉三角.c", "C", 0, 25, 0, 0, 0, 0, 9, 34
"/home/everlasting/acm_training/else/求三个数的最大数.c", "C", 0, 21, 0, 0, 0, 0, 9, 30
"/home/everlasting/acm_training/else/求平均数.c", "C", 0, 17, 0, 0, 0, 0, 11, 28
"/home/everlasting/acm_training/else/求整数的位数及各位数字之和.c", "C", 0, 19, 0, 0, 0, 0, 6, 25
"/home/everlasting/acm_training/else/求特殊方程的正整数解.c", "C", 0, 23, 0, 0, 0, 0, 6, 29
"/home/everlasting/acm_training/else/猜数游戏.c", "C", 0, 22, 0, 0, 0, 0, 10, 32
"/home/everlasting/acm_training/else/素数.c", "C", 0, 20, 0, 0, 0, 0, 7, 27
"/home/everlasting/acm_training/else/装睡的人.c", "C", 0, 23, 0, 0, 0, 0, 8, 31
"/home/everlasting/acm_training/else/连续因子.c", "C", 0, 21, 0, 0, 0, 0, 6, 27
"/home/everlasting/acm_training/niuke/1024程序员/2025/A.cpp", "C++", 6, 0, 0, 0, 0, 27, 0, 33
"/home/everlasting/acm_training/niuke/1024程序员/2025/B.cpp", "C++", 23, 0, 0, 0, 0, 1, 6, 30
"/home/everlasting/acm_training/niuke/1024程序员/2025/C.cpp", "C++", 23, 0, 0, 0, 0, 1, 6, 30
"/home/everlasting/acm_training/niuke/1024程序员/2025/D.cpp", "C++", 23, 0, 0, 0, 0, 1, 6, 30
"/home/everlasting/acm_training/niuke/1024程序员/2025/E.cpp", "C++", 23, 0, 0, 0, 0, 1, 6, 30
"/home/everlasting/acm_training/niuke/1024程序员/2025/F.cpp", "C++", 24, 0, 0, 0, 0, 0, 6, 30
"/home/everlasting/acm_training/niuke/1024程序员/2025/G.cpp", "C++", 23, 0, 0, 0, 0, 1, 6, 30
"/home/everlasting/acm_training/niuke/2025跨年场/A.php", "PHP", 0, 0, 1, 0, 0, 0, 0, 1
"/home/everlasting/acm_training/niuke/2025跨年场/C.cpp", "C++", 35, 0, 0, 0, 0, 1, 4, 40
"/home/everlasting/acm_training/niuke/2025跨年场/D.cpp", "C++", 30, 0, 0, 0, 0, 1, 4, 35
"/home/everlasting/acm_training/niuke/2025跨年场/E.cpp", "C++", 24, 0, 0, 0, 0, 1, 4, 29
"/home/everlasting/acm_training/niuke/2025跨年场/F.cpp", "C++", 22, 0, 0, 0, 0, 3, 3, 28
"/home/everlasting/acm_training/niuke/2025跨年场/H.cpp", "C++", 15, 0, 0, 0, 0, 3, 3, 21
"/home/everlasting/acm_training/niuke/小白月赛/122/A.cpp", "C++", 40, 0, 0, 0, 0, 0, 9, 49
"/home/everlasting/acm_training/niuke/小白月赛/122/B.cpp", "C++", 44, 0, 0, 0, 0, 0, 9, 53
"/home/everlasting/acm_training/niuke/小白月赛/122/C.cpp", "C++", 45, 0, 0, 0, 0, 0, 9, 54
"/home/everlasting/acm_training/niuke/小白月赛/122/D.cpp", "C++", 34, 0, 0, 0, 0, 0, 6, 40
"/home/everlasting/acm_training/niuke/小白月赛/123/A.cpp", "C++", 33, 0, 0, 0, 0, 1, 5, 39
"/home/everlasting/acm_training/niuke/小白月赛/123/B.cpp", "C++", 37, 0, 0, 0, 0, 0, 8, 45
"/home/everlasting/acm_training/niuke/小白月赛/123/C.cpp", "C++", 72, 0, 0, 0, 0, 0, 11, 83
"/home/everlasting/acm_training/niuke/小白月赛/124/A.cpp", "C++", 35, 0, 0, 0, 0, 0, 5, 40
"/home/everlasting/acm_training/niuke/小白月赛/124/B.cpp", "C++", 35, 0, 0, 0, 0, 0, 5, 40
"/home/everlasting/acm_training/niuke/小白月赛/124/C.cpp", "C++", 49, 0, 0, 0, 0, 0, 8, 57
"/home/everlasting/acm_training/niuke/小白月赛/124/D.cpp", "C++", 37, 0, 0, 0, 0, 0, 5, 42
"/home/everlasting/acm_training/niuke/小白月赛/125/A.cpp", "C++", 26, 0, 0, 0, 0, 1, 5, 32
"/home/everlasting/acm_training/niuke/小白月赛/125/B.cpp", "C++", 40, 0, 0, 0, 0, 1, 6, 47
"/home/everlasting/acm_training/niuke/小白月赛/125/C.cpp", "C++", 35, 0, 0, 0, 0, 1, 8, 44
"/home/everlasting/acm_training/niuke/小白月赛/125/D.cpp", "C++", 122, 0, 0, 0, 0, 0, 13, 135
"/home/everlasting/acm_training/niuke/小白月赛/125/F.cpp", "C++", 54, 0, 0, 0, 0, 0, 5, 59
"/home/everlasting/acm_training/niuke/小白月赛/126/A.cpp", "C++", 57, 0, 0, 0, 0, 0, 4, 61
"/home/everlasting/acm_training/niuke/小白月赛/126/B.cpp", "C++", 37, 0, 0, 0, 0, 0, 7, 44
"/home/everlasting/acm_training/niuke/小白月赛/126/C.cpp", "C++", 45, 0, 0, 0, 0, 0, 7, 52
"/home/everlasting/acm_training/niuke/小白月赛/126/D.cpp", "C++", 38, 0, 0, 0, 0, 0, 3, 41
"/home/everlasting/acm_training/niuke/小白月赛/127/A.cpp", "C++", 31, 0, 0, 0, 0, 1, 3, 35
"/home/everlasting/acm_training/niuke/小白月赛/127/B.cpp", "C++", 33, 0, 0, 0, 0, 1, 4, 38
"/home/everlasting/acm_training/niuke/小白月赛/127/C.cpp", "C++", 36, 0, 0, 0, 0, 0, 4, 40
"/home/everlasting/acm_training/niuke/小白月赛/127/D.cpp", "C++", 55, 0, 0, 0, 0, 0, 8, 63
"/home/everlasting/acm_training/niuke/小白月赛/127/E.cpp", "C++", 47, 0, 0, 0, 0, 0, 7, 54
"/home/everlasting/acm_training/niuke/技能树/第三章/ 二分搜索/【模板】整数域二分.cpp", "C++", 27, 0, 0, 0, 0, 1, 3, 31
"/home/everlasting/acm_training/niuke/技能树/第三章/ 二分搜索/不想做二分题.cpp", "C++", 32, 0, 0, 0, 0, 1, 8, 41
"/home/everlasting/acm_training/niuke/技能树/第三章/动态规划进阶/01背包前置题.cpp", "C++", 22, 0, 0, 0, 0, 1, 4, 27
"/home/everlasting/acm_training/niuke/技能树/第三章/搜索入门/A+B Problem.cpp", "C++", 0, 0, 0, 0, 0, 0, 1, 1
"/home/everlasting/acm_training/niuke/技能树/第三章/搜索入门/kotori和素因子.cpp", "C++", 84, 0, 0, 0, 0, 1, 13, 98
"/home/everlasting/acm_training/niuke/技能树/第三章/搜索入门/岛屿数量.cpp", "C++", 49, 0, 0, 0, 0, 1, 8, 58
"/home/everlasting/acm_training/niuke/技能树/第二章/dp入门综练/nico和niconiconi.cpp", "C++", 35, 0, 0, 0, 0, 1, 5, 41
"/home/everlasting/acm_training/niuke/技能树/第二章/dp入门综练/小红蹦跳蹦跳.cpp", "C++", 29, 0, 0, 0, 0, 7, 7, 43
"/home/everlasting/acm_training/niuke/技能树/第二章/dp入门综练/最长不下降子序列.cpp", "C++", 33, 0, 0, 0, 0, 1, 4, 38
"/home/everlasting/acm_training/niuke/技能树/第二章/前缀和与差分/abb.cpp", "C++", 34, 0, 0, 0, 0, 1, 4, 39
"/home/everlasting/acm_training/niuke/技能树/第二章/前缀和与差分/小红的双排列删除得分.cpp", "C++", 44, 0, 0, 0, 0, 1, 7, 52
"/home/everlasting/acm_training/niuke/技能树/第二章/动态规划入门/线性dp/子数组绝对值的最大值.cpp", "C++", 23, 0, 0, 0, 0, 1, 2, 26
"/home/everlasting/acm_training/niuke/技能树/第二章/动态规划入门/线性dp/宵暗的妖怪.cpp", "C++", 29, 0, 0, 0, 0, 1, 5, 35
"/home/everlasting/acm_training/niuke/技能树/第二章/动态规划入门/线性dp/小苯的最大和.cpp", "C++", 30, 0, 0, 0, 0, 0, 5, 35
"/home/everlasting/acm_training/niuke/技能树/第二章/最大公约数和最小公倍数/一道GCD问题.cpp", "C++", 39, 0, 0, 0, 0, 1, 7, 47
"/home/everlasting/acm_training/niuke/技能树/第二章/最大公约数和最小公倍数/冰冻青蛙.cpp", "C++", 56, 0, 0, 0, 0, 1, 8, 65
"/home/everlasting/acm_training/niuke/技能树/第二章/最大公约数和最小公倍数/小红与gcd三角形.cpp", "C++", 34, 0, 0, 0, 0, 0, 5, 39
"/home/everlasting/acm_training/niuke/技能树/第二章/最大公约数和最小公倍数/小红的数字分裂.cpp", "C++", 39, 0, 0, 0, 0, 1, 7, 47
"/home/everlasting/acm_training/niuke/技能树/第二章/简单数学/小红和小紫的取素因子游戏.cpp", "C++", 27, 0, 0, 0, 0, 0, 7, 34
"/home/everlasting/acm_training/niuke/技能树/第二章/质数和约数/小红和小紫的取素因子游戏.cpp", "C++", 33, 0, 0, 0, 0, 0, 3, 36
"/home/everlasting/acm_training/niuke/技能树/第二章间章/几何/【模板】点线位置关系.cpp", "C++", 33, 0, 0, 0, 0, 0, 2, 35
"/home/everlasting/acm_training/niuke/技能树/第二章间章/构造进阶/76构造.cpp", "C++", 24, 0, 0, 0, 0, 1, 4, 29
"/home/everlasting/acm_training/niuke/技能树/第二章间章/贪心和优先队列/AOE还是单体？.cpp", "C++", 27, 0, 0, 0, 0, 1, 5, 33
"/home/everlasting/acm_training/niuke/技能树/第二章间章/贪心和优先队列/【模板】整数优先队列.cpp", "C++", 36, 0, 0, 0, 0, 1, 2, 39
"/home/everlasting/acm_training/niuke/技能树/第二章间章/贪心和优先队列/小红的口罩.cpp", "C++", 36, 0, 0, 0, 0, 1, 5, 42
"/home/everlasting/acm_training/niuke/每日一题/many sum.cpp", "C++", 35, 0, 0, 0, 0, 1, 6, 42
"/home/everlasting/acm_training/niuke/每日一题/【模板】拓扑排序.cpp", "C++", 48, 0, 0, 0, 0, 1, 7, 56
"/home/everlasting/acm_training/niuke/每日一题/【模板】静态区间和（前缀和）.cpp", "C++", 18, 0, 0, 0, 0, 0, 4, 22
"/home/everlasting/acm_training/niuke/每日一题/乐团派对.cpp", "C++", 36, 0, 0, 0, 0, 2, 7, 45
"/home/everlasting/acm_training/niuke/每日一题/切题之路.cpp", "C++", 49, 0, 0, 0, 0, 1, 6, 56
"/home/everlasting/acm_training/niuke/每日一题/子数列求积.cpp", "C++", 40, 0, 0, 0, 0, 1, 5, 46
"/home/everlasting/acm_training/niuke/每日一题/小A取石子.cpp", "C++", 28, 0, 0, 0, 0, 1, 3, 32
"/home/everlasting/acm_training/niuke/每日一题/小红删数字.cpp", "C++", 38, 0, 0, 0, 0, 1, 7, 46
"/home/everlasting/acm_training/niuke/每日一题/小红的平滑值插值.cpp", "C++", 37, 0, 0, 0, 0, 1, 8, 46
"/home/everlasting/acm_training/niuke/每日一题/护花使者.cpp", "C++", 34, 0, 0, 0, 0, 1, 5, 40
"/home/everlasting/acm_training/niuke/每日一题/有趣的区间.cpp", "C++", 33, 0, 0, 0, 0, 1, 2, 36
"/home/everlasting/acm_training/niuke/每日一题/阅读理解.cpp", "C++", 34, 0, 0, 0, 0, 1, 4, 39
"/home/everlasting/acm_training/niuke/牛客2025秋季算法编程训练联赛1-基础组/1/A.cpp", "C++", 50, 0, 0, 0, 0, 1, 8, 59
"/home/everlasting/acm_training/niuke/牛客2025秋季算法编程训练联赛1-基础组/1/B.cpp", "C++", 30, 0, 0, 0, 0, 1, 10, 41
"/home/everlasting/acm_training/niuke/牛客2025秋季算法编程训练联赛1-基础组/1/C（找因数模板）.cpp", "C++", 40, 0, 0, 0, 0, 1, 7, 48
"/home/everlasting/acm_training/niuke/牛客2025秋季算法编程训练联赛1-基础组/1/D.cpp", "C++", 38, 0, 0, 0, 0, 1, 10, 49
"/home/everlasting/acm_training/niuke/牛客2025秋季算法编程训练联赛1-基础组/1/F.cpp", "C++", 37, 0, 0, 0, 0, 1, 6, 44
"/home/everlasting/acm_training/niuke/牛客2025秋季算法编程训练联赛1-基础组/2/A.cpp", "C++", 28, 0, 0, 0, 0, 1, 9, 38
"/home/everlasting/acm_training/niuke/牛客2025秋季算法编程训练联赛1-基础组/2/B.cpp", "C++", 43, 0, 0, 0, 0, 1, 8, 52
"/home/everlasting/acm_training/niuke/牛客2025秋季算法编程训练联赛1-基础组/2/C.cpp", "C++", 22, 0, 0, 0, 0, 0, 6, 28
"/home/everlasting/acm_training/niuke/牛客2025秋季算法编程训练联赛1-基础组/2/D.cpp", "C++", 54, 0, 0, 0, 0, 1, 13, 68
"/home/everlasting/acm_training/niuke/牛客2025秋季算法编程训练联赛1-基础组/2/E.cpp", "C++", 36, 0, 0, 0, 0, 1, 8, 45
"/home/everlasting/acm_training/niuke/牛客2025秋季算法编程训练联赛1-基础组/2/F.cpp", "C++", 49, 0, 0, 0, 0, 1, 15, 65
"/home/everlasting/acm_training/niuke/牛客2025秋季算法编程训练联赛1-基础组/3/A.cpp", "C++", 63, 0, 0, 0, 0, 7, 12, 82
"/home/everlasting/acm_training/niuke/牛客2025秋季算法编程训练联赛1-基础组/3/B.cpp", "C++", 23, 0, 0, 0, 0, 1, 3, 27
"/home/everlasting/acm_training/niuke/牛客2025秋季算法编程训练联赛1-基础组/3/C.cpp", "C++", 21, 0, 0, 0, 0, 1, 5, 27
"/home/everlasting/acm_training/niuke/牛客2025秋季算法编程训练联赛1-基础组/3/D.cpp", "C++", 21, 0, 0, 0, 0, 1, 5, 27
"/home/everlasting/acm_training/niuke/牛客2025秋季算法编程训练联赛1-基础组/4/A.cpp", "C++", 41, 0, 0, 0, 0, 1, 6, 48
"/home/everlasting/acm_training/niuke/牛客2025秋季算法编程训练联赛1-基础组/4/B.cpp", "C++", 67, 0, 0, 0, 0, 1, 5, 73
"/home/everlasting/acm_training/niuke/牛客2025秋季算法编程训练联赛1-基础组/4/C.cpp", "C++", 59, 0, 0, 0, 0, 1, 8, 68
"/home/everlasting/acm_training/niuke/牛客2025秋季算法编程训练联赛1-基础组/4/D.cpp", "C++", 33, 0, 0, 0, 0, 1, 5, 39
"/home/everlasting/acm_training/niuke/牛客2025秋季算法编程训练联赛1-基础组/5/A.cpp", "C++", 34, 0, 0, 0, 0, 1, 8, 43
"/home/everlasting/acm_training/niuke/牛客2025秋季算法编程训练联赛1-基础组/5/B.cpp", "C++", 57, 0, 0, 0, 0, 1, 11, 69
"/home/everlasting/acm_training/niuke/牛客2025秋季算法编程训练联赛1-基础组/5/C.cpp", "C++", 28, 0, 0, 0, 0, 1, 9, 38
"/home/everlasting/acm_training/niuke/牛客2025秋季算法编程训练联赛1-基础组/5/D.cpp", "C++", 31, 0, 0, 0, 0, 1, 5, 37
"/home/everlasting/acm_training/niuke/牛客2025秋季算法编程训练联赛1-基础组/6/A.cpp", "C++", 40, 0, 0, 0, 0, 1, 8, 49
"/home/everlasting/acm_training/niuke/牛客2025秋季算法编程训练联赛1-基础组/6/B.cpp", "C++", 40, 0, 0, 0, 0, 0, 4, 44
"/home/everlasting/acm_training/niuke/牛客2025秋季算法编程训练联赛1-基础组/6/C.cpp", "C++", 52, 0, 0, 0, 0, 7, 10, 69
"/home/everlasting/acm_training/niuke/牛客2025秋季算法编程训练联赛1-基础组/6/D.cpp", "C++", 42, 0, 0, 0, 0, 1, 7, 50
"/home/everlasting/acm_training/niuke/牛客2025秋季算法编程训练联赛1-基础组/6/E.cpp", "C++", 48, 0, 0, 0, 0, 1, 8, 57
"/home/everlasting/acm_training/niuke/牛客周赛/106/A.cpp", "C++", 13, 0, 0, 0, 0, 0, 4, 17
"/home/everlasting/acm_training/niuke/牛客周赛/106/B.cpp", "C++", 43, 0, 0, 0, 0, 0, 7, 50
"/home/everlasting/acm_training/niuke/牛客周赛/111/A.cpp", "C++", 13, 0, 0, 0, 0, 0, 4, 17
"/home/everlasting/acm_training/niuke/牛客周赛/111/B.cpp", "C++", 32, 0, 0, 0, 0, 0, 8, 40
"/home/everlasting/acm_training/niuke/牛客周赛/111/C.cpp", "C++", 24, 0, 0, 0, 0, 0, 8, 32
"/home/everlasting/acm_training/niuke/牛客周赛/111/D.cpp", "C++", 28, 0, 0, 0, 0, 0, 6, 34
"/home/everlasting/acm_training/niuke/牛客周赛/113/1.cpp", "C++", 26, 0, 0, 0, 0, 0, 6, 32
"/home/everlasting/acm_training/niuke/牛客周赛/113/A.cpp", "C++", 14, 0, 0, 0, 0, 0, 5, 19
"/home/everlasting/acm_training/niuke/牛客周赛/113/B.cpp", "C++", 20, 0, 0, 0, 0, 0, 4, 24
"/home/everlasting/acm_training/niuke/牛客周赛/113/C.cpp", "C++", 29, 0, 0, 0, 0, 0, 5, 34
"/home/everlasting/acm_training/niuke/牛客周赛/113/D.cpp", "C++", 20, 0, 0, 0, 0, 0, 5, 25
"/home/everlasting/acm_training/niuke/牛客周赛/114/A.cpp", "C++", 37, 0, 0, 0, 0, 1, 7, 45
"/home/everlasting/acm_training/niuke/牛客周赛/114/B.cpp", "C++", 39, 0, 0, 0, 0, 1, 8, 48
"/home/everlasting/acm_training/niuke/牛客周赛/114/C.cpp", "C++", 54, 0, 0, 0, 0, 1, 11, 66
"/home/everlasting/acm_training/niuke/牛客周赛/114/D.cpp", "C++", 39, 0, 0, 0, 0, 1, 12, 52
"/home/everlasting/acm_training/niuke/牛客周赛/115/A.cpp", "C++", 32, 0, 0, 0, 0, 1, 6, 39
"/home/everlasting/acm_training/niuke/牛客周赛/115/B.cpp", "C++", 37, 0, 0, 0, 0, 0, 8, 45
"/home/everlasting/acm_training/niuke/牛客周赛/115/C.cpp", "C++", 49, 0, 0, 0, 0, 0, 10, 59
"/home/everlasting/acm_training/niuke/牛客周赛/115/D.cpp", "C++", 50, 0, 0, 0, 0, 0, 14, 64
"/home/everlasting/acm_training/niuke/牛客周赛/116/A.cpp", "C++", 28, 0, 0, 0, 0, 1, 3, 32
"/home/everlasting/acm_training/niuke/牛客周赛/116/B.cpp", "C++", 31, 0, 0, 0, 0, 0, 4, 35
"/home/everlasting/acm_training/niuke/牛客周赛/116/C.cpp", "C++", 44, 0, 0, 0, 0, 1, 11, 56
"/home/everlasting/acm_training/niuke/牛客周赛/116/D.cpp", "C++", 53, 0, 0, 0, 0, 0, 12, 65
"/home/everlasting/acm_training/niuke/牛客周赛/116/E.cpp", "C++", 76, 0, 0, 0, 0, 1, 12, 89
"/home/everlasting/acm_training/niuke/牛客周赛/117/A.cpp", "C++", 33, 0, 0, 0, 0, 1, 4, 38
"/home/everlasting/acm_training/niuke/牛客周赛/117/B.cpp", "C++", 38, 0, 0, 0, 0, 1, 4, 43
"/home/everlasting/acm_training/niuke/牛客周赛/117/C.cpp", "C++", 25, 0, 0, 0, 0, 1, 5, 31
"/home/everlasting/acm_training/niuke/牛客周赛/117/D.cpp", "C++", 46, 0, 0, 0, 0, 1, 6, 53
"/home/everlasting/acm_training/niuke/牛客周赛/118/A.cpp", "C++", 29, 0, 0, 0, 0, 1, 5, 35
"/home/everlasting/acm_training/niuke/牛客周赛/118/B.cpp", "C++", 40, 0, 0, 0, 0, 1, 8, 49
"/home/everlasting/acm_training/niuke/牛客周赛/118/C.cpp", "C++", 42, 0, 0, 0, 0, 1, 7, 50
"/home/everlasting/acm_training/niuke/牛客周赛/118/D.cpp", "C++", 51, 0, 0, 0, 0, 1, 9, 61
"/home/everlasting/acm_training/niuke/牛客周赛/118/E.cpp", "C++", 24, 0, 0, 0, 0, 0, 6, 30
"/home/everlasting/acm_training/niuke/牛客周赛/118/F.cpp", "C++", 39, 0, 0, 0, 0, 0, 8, 47
